0704.0302	0
0704.0326	1
0704.0329	2
0704.0517	3
0704.0539	4
0704.0588	5
0704.0739	6
0704.0744	7
0704.0906	8
0704.0918	9
0704.0923	10
0704.0945	11
0704.1074	12
0704.1139	13
0704.1361	14
0704.1379	15
0704.1415	16
0704.1466	17
0704.1584	18
0704.1696	19
0704.1709	20
0704.1711	21
0704.1976	22
0704.2167	23
0704.2278	24
0704.2492	25
0704.2500	26
0704.2551	27
0704.2826	28
0704.3054	29
0704.3221	30
0704.3281	31
0704.3304	32
0704.3474	33
0704.3649	34
0704.3686	35
0704.3822	36
0704.3862	37
0705.0069	38
0705.0209	39
0705.0210	40
0705.0211	41
0705.0269	42
0705.0274	43
0705.0304	44
0705.0418	45
0705.0456	46
0705.0503	47
0705.0568	48
0705.0569	49
0705.0700	50
0705.1235	51
0705.1268	52
0705.1270	53
0705.1428	54
0705.1598	55
0705.1613	56
0705.1701	57
0705.1766	58
0705.1767	59
0705.1783	60
0705.1794	61
0705.1927	62
0705.2214	63
0705.2262	64
0705.2363	65
0705.2515	66
0705.2540	67
0705.2605	68
0705.2701	69
0705.2938	70
0705.3139	71
0705.3257	72
0705.3308	73
0705.3482	74
0705.3590	75
0705.3693	76
0705.3851	77
0705.4230	78
0705.4312	79
0705.4476	80
0705.4485	81
0705.4516	82
0705.4588	83
0706.0073	84
0706.0096	85
0706.0153	86
0706.0498	87
0706.0534	88
0706.0648	89
0706.0787	90
0706.0791	91
0706.0826	92
0706.0881	93
0706.1062	94
0706.1154	95
0706.1161	96
0706.1287	97
0706.1401	98
0706.1408	99
0706.1485	100
0706.1637	101
0706.1698	102
0706.1753	103
0706.1776	104
0706.1836	105
0706.1837	106
0706.2024	107
0706.2040	108
0706.2274	109
0706.2281	110
0706.2598	111
0706.2912	112
0706.3071	113
0706.3188	114
0706.3335	115
0706.3434	116
0706.3435	117
0706.3443	118
0706.3499	119
0706.3520	120
0706.3923	121
0706.3968	122
0706.3985	123
0706.4108	124
0706.4138	125
0706.4169	126
0706.4190	127
0706.4334	128
0706.4394	129
0707.0082	130
0707.0143	131
0707.0167	132
0707.0246	133
0707.0257	134
0707.0271	135
0707.0284	136
0707.0303	137
0707.0322	138
0707.0340	139
0707.0462	140
0707.0481	141
0707.0536	142
0707.0574	143
0707.0600	144
0707.0660	145
0707.0805	146
0707.0823	147
0707.0828	148
0707.0837	149
0707.0861	150
0707.0878	151
0707.1231	152
